input_id,source_id,"coordinates(rows,col)",porcentaje
images_tif/0_1024-1536.tif,dataset/data_512/images/images_tif/0_1024-1536.tif,"1536-2048,1024-1536",0.9996566772460938
images_tif/0_1024-2048.tif,dataset/data_512/images/images_tif/0_1024-2048.tif,"2048-2560,1024-1536",0.7760353088378906
images_tif/0_1024-2560.tif,dataset/data_512/images/images_tif/0_1024-2560.tif,"2560-3072,1024-1536",0.8477363586425781
images_tif/0_1024-3072.tif,dataset/data_512/images/images_tif/0_1024-3072.tif,"3072-3584,1024-1536",0.5370635986328125
images_tif/0_1024-3584.tif,dataset/data_512/images/images_tif/0_1024-3584.tif,"3584-4096,1024-1536",3.814697265625e-05
images_tif/0_1024-4096.tif,dataset/data_512/images/images_tif/0_1024-4096.tif,"4096-4608,1024-1536",0.0
images_tif/0_1024-4608.tif,dataset/data_512/images/images_tif/0_1024-4608.tif,"4608-5120,1024-1536",0.0
images_tif/0_1024-5120.tif,dataset/data_512/images/images_tif/0_1024-5120.tif,"5120-5632,1024-1536",0.0
images_tif/0_1024-5632.tif,dataset/data_512/images/images_tif/0_1024-5632.tif,"5632-6144,1024-1536",0.0
images_tif/0_1024-6144.tif,dataset/data_512/images/images_tif/0_1024-6144.tif,"6144-6656,1024-1536",0.0
images_tif/0_1024-6656.tif,dataset/data_512/images/images_tif/0_1024-6656.tif,"6656-7168,1024-1536",0.0
images_tif/0_1024-7168.tif,dataset/data_512/images/images_tif/0_1024-7168.tif,"7168-7680,1024-1536",0.13440322875976562
images_tif/0_1024-7680.tif,dataset/data_512/images/images_tif/0_1024-7680.tif,"7680-8192,1024-1536",0.7977943420410156
images_tif/0_1024-8192.tif,dataset/data_512/images/images_tif/0_1024-8192.tif,"8192-8704,1024-1536",1.0
images_tif/0_1024-8704.tif,dataset/data_512/images/images_tif/0_1024-8704.tif,"8704-9216,1024-1536",1.0
images_tif/0_1024-9216.tif,dataset/data_512/images/images_tif/0_1024-9216.tif,"9216-9728,1024-1536",1.0
images_tif/0_1024-9728.tif,dataset/data_512/images/images_tif/0_1024-9728.tif,"9728-10240,1024-1536",1.0
images_tif/0_1024-10240.tif,dataset/data_512/images/images_tif/0_1024-10240.tif,"10240-10752,1024-1536",1.0
images_tif/0_1024-10752.tif,dataset/data_512/images/images_tif/0_1024-10752.tif,"10752-11264,1024-1536",1.0
images_tif/0_1024-11264.tif,dataset/data_512/images/images_tif/0_1024-11264.tif,"11264-11776,1024-1536",1.0
images_tif/0_1536-0.tif,dataset/data_512/images/images_tif/0_1536-0.tif,"0-512,1536-2048",1.0
images_tif/0_1536-512.tif,dataset/data_512/images/images_tif/0_1536-512.tif,"512-1024,1536-2048",1.0
images_tif/0_1536-1024.tif,dataset/data_512/images/images_tif/0_1536-1024.tif,"1024-1536,1536-2048",0.9874229431152344
images_tif/0_1536-1536.tif,dataset/data_512/images/images_tif/0_1536-1536.tif,"1536-2048,1536-2048",0.6344490051269531
images_tif/0_1536-2048.tif,dataset/data_512/images/images_tif/0_1536-2048.tif,"2048-2560,1536-2048",0.0
images_tif/0_1536-2560.tif,dataset/data_512/images/images_tif/0_1536-2560.tif,"2560-3072,1536-2048",0.0
images_tif/0_1536-3072.tif,dataset/data_512/images/images_tif/0_1536-3072.tif,"3072-3584,1536-2048",0.0
images_tif/0_1536-3584.tif,dataset/data_512/images/images_tif/0_1536-3584.tif,"3584-4096,1536-2048",0.0
images_tif/0_1536-4096.tif,dataset/data_512/images/images_tif/0_1536-4096.tif,"4096-4608,1536-2048",0.0
images_tif/0_1536-4608.tif,dataset/data_512/images/images_tif/0_1536-4608.tif,"4608-5120,1536-2048",0.0
images_tif/0_1536-5120.tif,dataset/data_512/images/images_tif/0_1536-5120.tif,"5120-5632,1536-2048",0.0
images_tif/0_1536-5632.tif,dataset/data_512/images/images_tif/0_1536-5632.tif,"5632-6144,1536-2048",0.0
images_tif/0_1536-6144.tif,dataset/data_512/images/images_tif/0_1536-6144.tif,"6144-6656,1536-2048",0.0
images_tif/0_1536-6656.tif,dataset/data_512/images/images_tif/0_1536-6656.tif,"6656-7168,1536-2048",0.0
images_tif/0_1536-7168.tif,dataset/data_512/images/images_tif/0_1536-7168.tif,"7168-7680,1536-2048",0.0
images_tif/0_1536-7680.tif,dataset/data_512/images/images_tif/0_1536-7680.tif,"7680-8192,1536-2048",0.056659698486328125
images_tif/0_1536-8192.tif,dataset/data_512/images/images_tif/0_1536-8192.tif,"8192-8704,1536-2048",0.7945327758789062
images_tif/0_1536-8704.tif,dataset/data_512/images/images_tif/0_1536-8704.tif,"8704-9216,1536-2048",1.0
images_tif/0_1536-9216.tif,dataset/data_512/images/images_tif/0_1536-9216.tif,"9216-9728,1536-2048",1.0
images_tif/0_1536-9728.tif,dataset/data_512/images/images_tif/0_1536-9728.tif,"9728-10240,1536-2048",1.0
images_tif/0_1536-10240.tif,dataset/data_512/images/images_tif/0_1536-10240.tif,"10240-10752,1536-2048",1.0
images_tif/0_1536-10752.tif,dataset/data_512/images/images_tif/0_1536-10752.tif,"10752-11264,1536-2048",1.0
images_tif/0_1536-11264.tif,dataset/data_512/images/images_tif/0_1536-11264.tif,"11264-11776,1536-2048",1.0
images_tif/0_2048-0.tif,dataset/data_512/images/images_tif/0_2048-0.tif,"0-512,2048-2560",1.0
images_tif/0_2048-512.tif,dataset/data_512/images/images_tif/0_2048-512.tif,"512-1024,2048-2560",0.7363510131835938
images_tif/0_2048-1024.tif,dataset/data_512/images/images_tif/0_2048-1024.tif,"1024-1536,2048-2560",0.07677459716796875
images_tif/0_2048-1536.tif,dataset/data_512/images/images_tif/0_2048-1536.tif,"1536-2048,2048-2560",0.0221405029296875
images_tif/0_2048-2048.tif,dataset/data_512/images/images_tif/0_2048-2048.tif,"2048-2560,2048-2560",0.0
images_tif/0_2048-2560.tif,dataset/data_512/images/images_tif/0_2048-2560.tif,"2560-3072,2048-2560",0.0
images_tif/0_2048-3072.tif,dataset/data_512/images/images_tif/0_2048-3072.tif,"3072-3584,2048-2560",0.0
images_tif/0_2048-3584.tif,dataset/data_512/images/images_tif/0_2048-3584.tif,"3584-4096,2048-2560",0.0
images_tif/0_2048-4096.tif,dataset/data_512/images/images_tif/0_2048-4096.tif,"4096-4608,2048-2560",0.0
images_tif/0_2048-4608.tif,dataset/data_512/images/images_tif/0_2048-4608.tif,"4608-5120,2048-2560",0.0
images_tif/0_2048-5120.tif,dataset/data_512/images/images_tif/0_2048-5120.tif,"5120-5632,2048-2560",0.0
images_tif/0_2048-5632.tif,dataset/data_512/images/images_tif/0_2048-5632.tif,"5632-6144,2048-2560",0.0
images_tif/0_2048-6144.tif,dataset/data_512/images/images_tif/0_2048-6144.tif,"6144-6656,2048-2560",0.0
images_tif/0_2048-6656.tif,dataset/data_512/images/images_tif/0_2048-6656.tif,"6656-7168,2048-2560",0.0
images_tif/0_2048-7168.tif,dataset/data_512/images/images_tif/0_2048-7168.tif,"7168-7680,2048-2560",0.0
images_tif/0_2048-7680.tif,dataset/data_512/images/images_tif/0_2048-7680.tif,"7680-8192,2048-2560",0.0
images_tif/0_2048-8192.tif,dataset/data_512/images/images_tif/0_2048-8192.tif,"8192-8704,2048-2560",0.045215606689453125
images_tif/0_2048-8704.tif,dataset/data_512/images/images_tif/0_2048-8704.tif,"8704-9216,2048-2560",0.7960281372070312
images_tif/0_2048-9216.tif,dataset/data_512/images/images_tif/0_2048-9216.tif,"9216-9728,2048-2560",1.0
images_tif/0_2048-9728.tif,dataset/data_512/images/images_tif/0_2048-9728.tif,"9728-10240,2048-2560",1.0
images_tif/0_2048-10240.tif,dataset/data_512/images/images_tif/0_2048-10240.tif,"10240-10752,2048-2560",1.0
images_tif/0_2048-10752.tif,dataset/data_512/images/images_tif/0_2048-10752.tif,"10752-11264,2048-2560",1.0
images_tif/0_2048-11264.tif,dataset/data_512/images/images_tif/0_2048-11264.tif,"11264-11776,2048-2560",1.0
images_tif/0_2560-0.tif,dataset/data_512/images/images_tif/0_2560-0.tif,"0-512,2560-3072",0.77044677734375
images_tif/0_2560-512.tif,dataset/data_512/images/images_tif/0_2560-512.tif,"512-1024,2560-3072",0.04563140869140625
images_tif/0_2560-1024.tif,dataset/data_512/images/images_tif/0_2560-1024.tif,"1024-1536,2560-3072",0.0
images_tif/0_2560-1536.tif,dataset/data_512/images/images_tif/0_2560-1536.tif,"1536-2048,2560-3072",0.0
images_tif/0_2560-2048.tif,dataset/data_512/images/images_tif/0_2560-2048.tif,"2048-2560,2560-3072",0.0
images_tif/0_2560-2560.tif,dataset/data_512/images/images_tif/0_2560-2560.tif,"2560-3072,2560-3072",0.0
images_tif/0_2560-3072.tif,dataset/data_512/images/images_tif/0_2560-3072.tif,"3072-3584,2560-3072",0.0
images_tif/0_2560-3584.tif,dataset/data_512/images/images_tif/0_2560-3584.tif,"3584-4096,2560-3072",0.0
images_tif/0_2560-4096.tif,dataset/data_512/images/images_tif/0_2560-4096.tif,"4096-4608,2560-3072",0.0
images_tif/0_2560-4608.tif,dataset/data_512/images/images_tif/0_2560-4608.tif,"4608-5120,2560-3072",0.0
images_tif/0_2560-5120.tif,dataset/data_512/images/images_tif/0_2560-5120.tif,"5120-5632,2560-3072",0.0
images_tif/0_2560-5632.tif,dataset/data_512/images/images_tif/0_2560-5632.tif,"5632-6144,2560-3072",0.0
images_tif/0_2560-6144.tif,dataset/data_512/images/images_tif/0_2560-6144.tif,"6144-6656,2560-3072",0.0
images_tif/0_2560-6656.tif,dataset/data_512/images/images_tif/0_2560-6656.tif,"6656-7168,2560-3072",0.0
images_tif/0_2560-7168.tif,dataset/data_512/images/images_tif/0_2560-7168.tif,"7168-7680,2560-3072",0.0
images_tif/0_2560-7680.tif,dataset/data_512/images/images_tif/0_2560-7680.tif,"7680-8192,2560-3072",0.0
images_tif/0_2560-8192.tif,dataset/data_512/images/images_tif/0_2560-8192.tif,"8192-8704,2560-3072",0.0
images_tif/0_2560-8704.tif,dataset/data_512/images/images_tif/0_2560-8704.tif,"8704-9216,2560-3072",0.05743408203125
images_tif/0_2560-9216.tif,dataset/data_512/images/images_tif/0_2560-9216.tif,"9216-9728,2560-3072",0.8597373962402344
images_tif/0_2560-9728.tif,dataset/data_512/images/images_tif/0_2560-9728.tif,"9728-10240,2560-3072",1.0
images_tif/0_2560-10240.tif,dataset/data_512/images/images_tif/0_2560-10240.tif,"10240-10752,2560-3072",1.0
images_tif/0_2560-10752.tif,dataset/data_512/images/images_tif/0_2560-10752.tif,"10752-11264,2560-3072",1.0
images_tif/0_2560-11264.tif,dataset/data_512/images/images_tif/0_2560-11264.tif,"11264-11776,2560-3072",1.0
images_tif/0_3072-0.tif,dataset/data_512/images/images_tif/0_3072-0.tif,"0-512,3072-3584",0.17559432983398438
images_tif/0_3072-512.tif,dataset/data_512/images/images_tif/0_3072-512.tif,"512-1024,3072-3584",0.0
images_tif/0_3072-1024.tif,dataset/data_512/images/images_tif/0_3072-1024.tif,"1024-1536,3072-3584",0.0
images_tif/0_3072-1536.tif,dataset/data_512/images/images_tif/0_3072-1536.tif,"1536-2048,3072-3584",0.0
images_tif/0_3072-2048.tif,dataset/data_512/images/images_tif/0_3072-2048.tif,"2048-2560,3072-3584",0.0
images_tif/0_3072-2560.tif,dataset/data_512/images/images_tif/0_3072-2560.tif,"2560-3072,3072-3584",0.0
images_tif/0_3072-3072.tif,dataset/data_512/images/images_tif/0_3072-3072.tif,"3072-3584,3072-3584",0.0
images_tif/0_3072-3584.tif,dataset/data_512/images/images_tif/0_3072-3584.tif,"3584-4096,3072-3584",0.0
images_tif/0_3072-4096.tif,dataset/data_512/images/images_tif/0_3072-4096.tif,"4096-4608,3072-3584",0.0
images_tif/0_3072-4608.tif,dataset/data_512/images/images_tif/0_3072-4608.tif,"4608-5120,3072-3584",0.0
images_tif/0_3072-5120.tif,dataset/data_512/images/images_tif/0_3072-5120.tif,"5120-5632,3072-3584",0.0
images_tif/0_3072-5632.tif,dataset/data_512/images/images_tif/0_3072-5632.tif,"5632-6144,3072-3584",0.0
images_tif/0_3072-6144.tif,dataset/data_512/images/images_tif/0_3072-6144.tif,"6144-6656,3072-3584",0.0
images_tif/0_3072-6656.tif,dataset/data_512/images/images_tif/0_3072-6656.tif,"6656-7168,3072-3584",0.0
images_tif/0_3072-7168.tif,dataset/data_512/images/images_tif/0_3072-7168.tif,"7168-7680,3072-3584",0.0
images_tif/0_3072-7680.tif,dataset/data_512/images/images_tif/0_3072-7680.tif,"7680-8192,3072-3584",0.0
images_tif/0_3072-8192.tif,dataset/data_512/images/images_tif/0_3072-8192.tif,"8192-8704,3072-3584",0.0
images_tif/0_3072-8704.tif,dataset/data_512/images/images_tif/0_3072-8704.tif,"8704-9216,3072-3584",0.0
images_tif/0_3072-9216.tif,dataset/data_512/images/images_tif/0_3072-9216.tif,"9216-9728,3072-3584",0.233184814453125
images_tif/0_3072-9728.tif,dataset/data_512/images/images_tif/0_3072-9728.tif,"9728-10240,3072-3584",0.8736915588378906
images_tif/0_3072-10240.tif,dataset/data_512/images/images_tif/0_3072-10240.tif,"10240-10752,3072-3584",1.0
images_tif/0_3072-10752.tif,dataset/data_512/images/images_tif/0_3072-10752.tif,"10752-11264,3072-3584",1.0
images_tif/0_3072-11264.tif,dataset/data_512/images/images_tif/0_3072-11264.tif,"11264-11776,3072-3584",1.0
images_tif/0_3584-0.tif,dataset/data_512/images/images_tif/0_3584-0.tif,"0-512,3584-4096",0.7084465026855469
images_tif/0_3584-512.tif,dataset/data_512/images/images_tif/0_3584-512.tif,"512-1024,3584-4096",0.000213623046875
images_tif/0_3584-1024.tif,dataset/data_512/images/images_tif/0_3584-1024.tif,"1024-1536,3584-4096",0.0
images_tif/0_3584-1536.tif,dataset/data_512/images/images_tif/0_3584-1536.tif,"1536-2048,3584-4096",0.0
images_tif/0_3584-2048.tif,dataset/data_512/images/images_tif/0_3584-2048.tif,"2048-2560,3584-4096",0.0
images_tif/0_3584-2560.tif,dataset/data_512/images/images_tif/0_3584-2560.tif,"2560-3072,3584-4096",0.0
images_tif/0_3584-3072.tif,dataset/data_512/images/images_tif/0_3584-3072.tif,"3072-3584,3584-4096",0.0
images_tif/0_3584-3584.tif,dataset/data_512/images/images_tif/0_3584-3584.tif,"3584-4096,3584-4096",0.0
images_tif/0_3584-4096.tif,dataset/data_512/images/images_tif/0_3584-4096.tif,"4096-4608,3584-4096",0.0
images_tif/0_3584-4608.tif,dataset/data_512/images/images_tif/0_3584-4608.tif,"4608-5120,3584-4096",0.0
images_tif/0_3584-5120.tif,dataset/data_512/images/images_tif/0_3584-5120.tif,"5120-5632,3584-4096",0.0
images_tif/0_3584-5632.tif,dataset/data_512/images/images_tif/0_3584-5632.tif,"5632-6144,3584-4096",0.0
images_tif/0_3584-6144.tif,dataset/data_512/images/images_tif/0_3584-6144.tif,"6144-6656,3584-4096",0.0
images_tif/0_3584-6656.tif,dataset/data_512/images/images_tif/0_3584-6656.tif,"6656-7168,3584-4096",0.0
images_tif/0_3584-7168.tif,dataset/data_512/images/images_tif/0_3584-7168.tif,"7168-7680,3584-4096",0.0
images_tif/0_3584-7680.tif,dataset/data_512/images/images_tif/0_3584-7680.tif,"7680-8192,3584-4096",0.0
images_tif/0_3584-8192.tif,dataset/data_512/images/images_tif/0_3584-8192.tif,"8192-8704,3584-4096",0.0
images_tif/0_3584-8704.tif,dataset/data_512/images/images_tif/0_3584-8704.tif,"8704-9216,3584-4096",0.0
images_tif/0_3584-9216.tif,dataset/data_512/images/images_tif/0_3584-9216.tif,"9216-9728,3584-4096",0.0
images_tif/0_3584-9728.tif,dataset/data_512/images/images_tif/0_3584-9728.tif,"9728-10240,3584-4096",0.0437774658203125
images_tif/0_3584-10240.tif,dataset/data_512/images/images_tif/0_3584-10240.tif,"10240-10752,3584-4096",0.8930931091308594
images_tif/0_3584-10752.tif,dataset/data_512/images/images_tif/0_3584-10752.tif,"10752-11264,3584-4096",1.0
images_tif/0_3584-11264.tif,dataset/data_512/images/images_tif/0_3584-11264.tif,"11264-11776,3584-4096",1.0
images_tif/0_4096-0.tif,dataset/data_512/images/images_tif/0_4096-0.tif,"0-512,4096-4608",1.0
images_tif/0_4096-512.tif,dataset/data_512/images/images_tif/0_4096-512.tif,"512-1024,4096-4608",0.6577415466308594
images_tif/0_4096-1024.tif,dataset/data_512/images/images_tif/0_4096-1024.tif,"1024-1536,4096-4608",0.036224365234375
images_tif/0_4096-1536.tif,dataset/data_512/images/images_tif/0_4096-1536.tif,"1536-2048,4096-4608",0.0
images_tif/0_4096-2048.tif,dataset/data_512/images/images_tif/0_4096-2048.tif,"2048-2560,4096-4608",0.0
images_tif/0_4096-2560.tif,dataset/data_512/images/images_tif/0_4096-2560.tif,"2560-3072,4096-4608",0.0
images_tif/0_4096-3072.tif,dataset/data_512/images/images_tif/0_4096-3072.tif,"3072-3584,4096-4608",0.0
images_tif/0_4096-3584.tif,dataset/data_512/images/images_tif/0_4096-3584.tif,"3584-4096,4096-4608",0.0
images_tif/0_4096-4096.tif,dataset/data_512/images/images_tif/0_4096-4096.tif,"4096-4608,4096-4608",0.0
images_tif/0_4096-4608.tif,dataset/data_512/images/images_tif/0_4096-4608.tif,"4608-5120,4096-4608",0.0
images_tif/0_4096-5120.tif,dataset/data_512/images/images_tif/0_4096-5120.tif,"5120-5632,4096-4608",0.0
images_tif/0_4096-5632.tif,dataset/data_512/images/images_tif/0_4096-5632.tif,"5632-6144,4096-4608",0.0
images_tif/0_4096-6144.tif,dataset/data_512/images/images_tif/0_4096-6144.tif,"6144-6656,4096-4608",0.0
images_tif/0_4096-6656.tif,dataset/data_512/images/images_tif/0_4096-6656.tif,"6656-7168,4096-4608",0.0
images_tif/0_4096-7168.tif,dataset/data_512/images/images_tif/0_4096-7168.tif,"7168-7680,4096-4608",0.0
images_tif/0_4096-7680.tif,dataset/data_512/images/images_tif/0_4096-7680.tif,"7680-8192,4096-4608",0.0
images_tif/0_4096-8192.tif,dataset/data_512/images/images_tif/0_4096-8192.tif,"8192-8704,4096-4608",0.0
images_tif/0_4096-8704.tif,dataset/data_512/images/images_tif/0_4096-8704.tif,"8704-9216,4096-4608",0.0
images_tif/0_4096-9216.tif,dataset/data_512/images/images_tif/0_4096-9216.tif,"9216-9728,4096-4608",0.0
images_tif/0_4096-9728.tif,dataset/data_512/images/images_tif/0_4096-9728.tif,"9728-10240,4096-4608",0.0
images_tif/0_4096-10240.tif,dataset/data_512/images/images_tif/0_4096-10240.tif,"10240-10752,4096-4608",0.2258148193359375
images_tif/0_4096-10752.tif,dataset/data_512/images/images_tif/0_4096-10752.tif,"10752-11264,4096-4608",0.9272003173828125
images_tif/0_4096-11264.tif,dataset/data_512/images/images_tif/0_4096-11264.tif,"11264-11776,4096-4608",1.0
images_tif/0_4608-0.tif,dataset/data_512/images/images_tif/0_4608-0.tif,"0-512,4608-5120",1.0
images_tif/0_4608-512.tif,dataset/data_512/images/images_tif/0_4608-512.tif,"512-1024,4608-5120",1.0
images_tif/0_4608-1024.tif,dataset/data_512/images/images_tif/0_4608-1024.tif,"1024-1536,4608-5120",0.7132987976074219
images_tif/0_4608-1536.tif,dataset/data_512/images/images_tif/0_4608-1536.tif,"1536-2048,4608-5120",0.052425384521484375
images_tif/0_4608-2048.tif,dataset/data_512/images/images_tif/0_4608-2048.tif,"2048-2560,4608-5120",0.0
images_tif/0_4608-2560.tif,dataset/data_512/images/images_tif/0_4608-2560.tif,"2560-3072,4608-5120",0.0
images_tif/0_4608-3072.tif,dataset/data_512/images/images_tif/0_4608-3072.tif,"3072-3584,4608-5120",0.0
images_tif/0_4608-3584.tif,dataset/data_512/images/images_tif/0_4608-3584.tif,"3584-4096,4608-5120",0.0
images_tif/0_4608-4096.tif,dataset/data_512/images/images_tif/0_4608-4096.tif,"4096-4608,4608-5120",0.0
images_tif/0_4608-4608.tif,dataset/data_512/images/images_tif/0_4608-4608.tif,"4608-5120,4608-5120",0.0
images_tif/0_4608-5120.tif,dataset/data_512/images/images_tif/0_4608-5120.tif,"5120-5632,4608-5120",0.0
images_tif/0_4608-5632.tif,dataset/data_512/images/images_tif/0_4608-5632.tif,"5632-6144,4608-5120",0.0
images_tif/0_4608-6144.tif,dataset/data_512/images/images_tif/0_4608-6144.tif,"6144-6656,4608-5120",0.0
images_tif/0_4608-6656.tif,dataset/data_512/images/images_tif/0_4608-6656.tif,"6656-7168,4608-5120",0.0
images_tif/0_4608-7168.tif,dataset/data_512/images/images_tif/0_4608-7168.tif,"7168-7680,4608-5120",0.0
images_tif/0_4608-7680.tif,dataset/data_512/images/images_tif/0_4608-7680.tif,"7680-8192,4608-5120",0.0
images_tif/0_4608-8192.tif,dataset/data_512/images/images_tif/0_4608-8192.tif,"8192-8704,4608-5120",0.0
images_tif/0_4608-8704.tif,dataset/data_512/images/images_tif/0_4608-8704.tif,"8704-9216,4608-5120",0.0
images_tif/0_4608-9216.tif,dataset/data_512/images/images_tif/0_4608-9216.tif,"9216-9728,4608-5120",0.0
images_tif/0_4608-9728.tif,dataset/data_512/images/images_tif/0_4608-9728.tif,"9728-10240,4608-5120",0.0
images_tif/0_4608-10240.tif,dataset/data_512/images/images_tif/0_4608-10240.tif,"10240-10752,4608-5120",0.0
images_tif/0_4608-10752.tif,dataset/data_512/images/images_tif/0_4608-10752.tif,"10752-11264,4608-5120",0.145233154296875
images_tif/0_4608-11264.tif,dataset/data_512/images/images_tif/0_4608-11264.tif,"11264-11776,4608-5120",0.8662261962890625
images_tif/0_5120-0.tif,dataset/data_512/images/images_tif/0_5120-0.tif,"0-512,5120-5632",1.0
images_tif/0_5120-512.tif,dataset/data_512/images/images_tif/0_5120-512.tif,"512-1024,5120-5632",1.0
images_tif/0_5120-1024.tif,dataset/data_512/images/images_tif/0_5120-1024.tif,"1024-1536,5120-5632",1.0
images_tif/0_5120-1536.tif,dataset/data_512/images/images_tif/0_5120-1536.tif,"1536-2048,5120-5632",0.7927017211914062
images_tif/0_5120-2048.tif,dataset/data_512/images/images_tif/0_5120-2048.tif,"2048-2560,5120-5632",0.0977630615234375
images_tif/0_5120-2560.tif,dataset/data_512/images/images_tif/0_5120-2560.tif,"2560-3072,5120-5632",0.0
