input_id,source_id,"coordinates(rows,col)"
masks_tif/0_512-4608_a.tif,dataset/data_512/masks/masks_tif/0_512-4608_a.tif,"4608-5120,512-1024"
masks_tif/0_512-5120_a.tif,dataset/data_512/masks/masks_tif/0_512-5120_a.tif,"5120-5632,512-1024"
masks_tif/0_512-5632_a.tif,dataset/data_512/masks/masks_tif/0_512-5632_a.tif,"5632-6144,512-1024"
masks_tif/0_512-6144_a.tif,dataset/data_512/masks/masks_tif/0_512-6144_a.tif,"6144-6656,512-1024"
masks_tif/0_512-6656_a.tif,dataset/data_512/masks/masks_tif/0_512-6656_a.tif,"6656-7168,512-1024"
masks_tif/0_512-7168_a.tif,dataset/data_512/masks/masks_tif/0_512-7168_a.tif,"7168-7680,512-1024"
masks_tif/0_512-7680_a.tif,dataset/data_512/masks/masks_tif/0_512-7680_a.tif,"7680-8192,512-1024"
masks_tif/0_512-8192_a.tif,dataset/data_512/masks/masks_tif/0_512-8192_a.tif,"8192-8704,512-1024"
masks_tif/0_512-8704_a.tif,dataset/data_512/masks/masks_tif/0_512-8704_a.tif,"8704-9216,512-1024"
masks_tif/0_512-9216_a.tif,dataset/data_512/masks/masks_tif/0_512-9216_a.tif,"9216-9728,512-1024"
masks_tif/0_512-9728_a.tif,dataset/data_512/masks/masks_tif/0_512-9728_a.tif,"9728-10240,512-1024"
masks_tif/0_512-10240_a.tif,dataset/data_512/masks/masks_tif/0_512-10240_a.tif,"10240-10752,512-1024"
masks_tif/0_512-10752_a.tif,dataset/data_512/masks/masks_tif/0_512-10752_a.tif,"10752-11264,512-1024"
masks_tif/0_512-11264_a.tif,dataset/data_512/masks/masks_tif/0_512-11264_a.tif,"11264-11776,512-1024"
masks_tif/0_1024-0_a.tif,dataset/data_512/masks/masks_tif/0_1024-0_a.tif,"0-512,1024-1536"
masks_tif/0_1024-512_a.tif,dataset/data_512/masks/masks_tif/0_1024-512_a.tif,"512-1024,1024-1536"
masks_tif/0_1024-1024_a.tif,dataset/data_512/masks/masks_tif/0_1024-1024_a.tif,"1024-1536,1024-1536"
masks_tif/0_1024-1536_a.tif,dataset/data_512/masks/masks_tif/0_1024-1536_a.tif,"1536-2048,1024-1536"
masks_tif/0_1024-2048_a.tif,dataset/data_512/masks/masks_tif/0_1024-2048_a.tif,"2048-2560,1024-1536"
masks_tif/0_1024-2560_a.tif,dataset/data_512/masks/masks_tif/0_1024-2560_a.tif,"2560-3072,1024-1536"
masks_tif/0_1024-3072_a.tif,dataset/data_512/masks/masks_tif/0_1024-3072_a.tif,"3072-3584,1024-1536"
masks_tif/0_1024-3584_a.tif,dataset/data_512/masks/masks_tif/0_1024-3584_a.tif,"3584-4096,1024-1536"
masks_tif/0_1024-4096_a.tif,dataset/data_512/masks/masks_tif/0_1024-4096_a.tif,"4096-4608,1024-1536"
masks_tif/0_1024-4608_a.tif,dataset/data_512/masks/masks_tif/0_1024-4608_a.tif,"4608-5120,1024-1536"
masks_tif/0_1024-5120_a.tif,dataset/data_512/masks/masks_tif/0_1024-5120_a.tif,"5120-5632,1024-1536"
masks_tif/0_1024-5632_a.tif,dataset/data_512/masks/masks_tif/0_1024-5632_a.tif,"5632-6144,1024-1536"
masks_tif/0_1024-6144_a.tif,dataset/data_512/masks/masks_tif/0_1024-6144_a.tif,"6144-6656,1024-1536"
masks_tif/0_1024-6656_a.tif,dataset/data_512/masks/masks_tif/0_1024-6656_a.tif,"6656-7168,1024-1536"
masks_tif/0_1024-7168_a.tif,dataset/data_512/masks/masks_tif/0_1024-7168_a.tif,"7168-7680,1024-1536"
masks_tif/0_1024-7680_a.tif,dataset/data_512/masks/masks_tif/0_1024-7680_a.tif,"7680-8192,1024-1536"
masks_tif/0_1024-8192_a.tif,dataset/data_512/masks/masks_tif/0_1024-8192_a.tif,"8192-8704,1024-1536"
masks_tif/0_1024-8704_a.tif,dataset/data_512/masks/masks_tif/0_1024-8704_a.tif,"8704-9216,1024-1536"
masks_tif/0_1024-9216_a.tif,dataset/data_512/masks/masks_tif/0_1024-9216_a.tif,"9216-9728,1024-1536"
masks_tif/0_1024-9728_a.tif,dataset/data_512/masks/masks_tif/0_1024-9728_a.tif,"9728-10240,1024-1536"
masks_tif/0_1024-10240_a.tif,dataset/data_512/masks/masks_tif/0_1024-10240_a.tif,"10240-10752,1024-1536"
masks_tif/0_1024-10752_a.tif,dataset/data_512/masks/masks_tif/0_1024-10752_a.tif,"10752-11264,1024-1536"
masks_tif/0_1024-11264_a.tif,dataset/data_512/masks/masks_tif/0_1024-11264_a.tif,"11264-11776,1024-1536"
masks_tif/0_1536-0_a.tif,dataset/data_512/masks/masks_tif/0_1536-0_a.tif,"0-512,1536-2048"
masks_tif/0_1536-512_a.tif,dataset/data_512/masks/masks_tif/0_1536-512_a.tif,"512-1024,1536-2048"
masks_tif/0_1536-1024_a.tif,dataset/data_512/masks/masks_tif/0_1536-1024_a.tif,"1024-1536,1536-2048"
masks_tif/0_1536-1536_a.tif,dataset/data_512/masks/masks_tif/0_1536-1536_a.tif,"1536-2048,1536-2048"
masks_tif/0_1536-2048_a.tif,dataset/data_512/masks/masks_tif/0_1536-2048_a.tif,"2048-2560,1536-2048"
masks_tif/0_1536-2560_a.tif,dataset/data_512/masks/masks_tif/0_1536-2560_a.tif,"2560-3072,1536-2048"
masks_tif/0_1536-3072_a.tif,dataset/data_512/masks/masks_tif/0_1536-3072_a.tif,"3072-3584,1536-2048"
masks_tif/0_1536-3584_a.tif,dataset/data_512/masks/masks_tif/0_1536-3584_a.tif,"3584-4096,1536-2048"
masks_tif/0_1536-4096_a.tif,dataset/data_512/masks/masks_tif/0_1536-4096_a.tif,"4096-4608,1536-2048"
masks_tif/0_1536-4608_a.tif,dataset/data_512/masks/masks_tif/0_1536-4608_a.tif,"4608-5120,1536-2048"
masks_tif/0_1536-5120_a.tif,dataset/data_512/masks/masks_tif/0_1536-5120_a.tif,"5120-5632,1536-2048"
masks_tif/0_1536-5632_a.tif,dataset/data_512/masks/masks_tif/0_1536-5632_a.tif,"5632-6144,1536-2048"
masks_tif/0_1536-6144_a.tif,dataset/data_512/masks/masks_tif/0_1536-6144_a.tif,"6144-6656,1536-2048"
masks_tif/0_1536-6656_a.tif,dataset/data_512/masks/masks_tif/0_1536-6656_a.tif,"6656-7168,1536-2048"
masks_tif/0_1536-7168_a.tif,dataset/data_512/masks/masks_tif/0_1536-7168_a.tif,"7168-7680,1536-2048"
masks_tif/0_1536-7680_a.tif,dataset/data_512/masks/masks_tif/0_1536-7680_a.tif,"7680-8192,1536-2048"
masks_tif/0_1536-8192_a.tif,dataset/data_512/masks/masks_tif/0_1536-8192_a.tif,"8192-8704,1536-2048"
masks_tif/0_1536-8704_a.tif,dataset/data_512/masks/masks_tif/0_1536-8704_a.tif,"8704-9216,1536-2048"
masks_tif/0_1536-9216_a.tif,dataset/data_512/masks/masks_tif/0_1536-9216_a.tif,"9216-9728,1536-2048"
masks_tif/0_1536-9728_a.tif,dataset/data_512/masks/masks_tif/0_1536-9728_a.tif,"9728-10240,1536-2048"
masks_tif/0_1536-10240_a.tif,dataset/data_512/masks/masks_tif/0_1536-10240_a.tif,"10240-10752,1536-2048"
masks_tif/0_1536-10752_a.tif,dataset/data_512/masks/masks_tif/0_1536-10752_a.tif,"10752-11264,1536-2048"
masks_tif/0_1536-11264_a.tif,dataset/data_512/masks/masks_tif/0_1536-11264_a.tif,"11264-11776,1536-2048"
masks_tif/0_2048-0_a.tif,dataset/data_512/masks/masks_tif/0_2048-0_a.tif,"0-512,2048-2560"
masks_tif/0_2048-512_a.tif,dataset/data_512/masks/masks_tif/0_2048-512_a.tif,"512-1024,2048-2560"
masks_tif/0_2048-1024_a.tif,dataset/data_512/masks/masks_tif/0_2048-1024_a.tif,"1024-1536,2048-2560"
masks_tif/0_2048-1536_a.tif,dataset/data_512/masks/masks_tif/0_2048-1536_a.tif,"1536-2048,2048-2560"
masks_tif/0_2048-2048_a.tif,dataset/data_512/masks/masks_tif/0_2048-2048_a.tif,"2048-2560,2048-2560"
masks_tif/0_2048-2560_a.tif,dataset/data_512/masks/masks_tif/0_2048-2560_a.tif,"2560-3072,2048-2560"
masks_tif/0_2048-3072_a.tif,dataset/data_512/masks/masks_tif/0_2048-3072_a.tif,"3072-3584,2048-2560"
masks_tif/0_2048-3584_a.tif,dataset/data_512/masks/masks_tif/0_2048-3584_a.tif,"3584-4096,2048-2560"
masks_tif/0_2048-4096_a.tif,dataset/data_512/masks/masks_tif/0_2048-4096_a.tif,"4096-4608,2048-2560"
masks_tif/0_2048-4608_a.tif,dataset/data_512/masks/masks_tif/0_2048-4608_a.tif,"4608-5120,2048-2560"
masks_tif/0_2048-5120_a.tif,dataset/data_512/masks/masks_tif/0_2048-5120_a.tif,"5120-5632,2048-2560"
masks_tif/0_2048-5632_a.tif,dataset/data_512/masks/masks_tif/0_2048-5632_a.tif,"5632-6144,2048-2560"
masks_tif/0_2048-6144_a.tif,dataset/data_512/masks/masks_tif/0_2048-6144_a.tif,"6144-6656,2048-2560"
masks_tif/0_2048-6656_a.tif,dataset/data_512/masks/masks_tif/0_2048-6656_a.tif,"6656-7168,2048-2560"
masks_tif/0_2048-7168_a.tif,dataset/data_512/masks/masks_tif/0_2048-7168_a.tif,"7168-7680,2048-2560"
masks_tif/0_2048-7680_a.tif,dataset/data_512/masks/masks_tif/0_2048-7680_a.tif,"7680-8192,2048-2560"
masks_tif/0_2048-8192_a.tif,dataset/data_512/masks/masks_tif/0_2048-8192_a.tif,"8192-8704,2048-2560"
masks_tif/0_2048-8704_a.tif,dataset/data_512/masks/masks_tif/0_2048-8704_a.tif,"8704-9216,2048-2560"
masks_tif/0_2048-9216_a.tif,dataset/data_512/masks/masks_tif/0_2048-9216_a.tif,"9216-9728,2048-2560"
masks_tif/0_2048-9728_a.tif,dataset/data_512/masks/masks_tif/0_2048-9728_a.tif,"9728-10240,2048-2560"
masks_tif/0_2048-10240_a.tif,dataset/data_512/masks/masks_tif/0_2048-10240_a.tif,"10240-10752,2048-2560"
masks_tif/0_2048-10752_a.tif,dataset/data_512/masks/masks_tif/0_2048-10752_a.tif,"10752-11264,2048-2560"
masks_tif/0_2048-11264_a.tif,dataset/data_512/masks/masks_tif/0_2048-11264_a.tif,"11264-11776,2048-2560"
masks_tif/0_2560-0_a.tif,dataset/data_512/masks/masks_tif/0_2560-0_a.tif,"0-512,2560-3072"
masks_tif/0_2560-512_a.tif,dataset/data_512/masks/masks_tif/0_2560-512_a.tif,"512-1024,2560-3072"
masks_tif/0_2560-1024_a.tif,dataset/data_512/masks/masks_tif/0_2560-1024_a.tif,"1024-1536,2560-3072"
masks_tif/0_2560-1536_a.tif,dataset/data_512/masks/masks_tif/0_2560-1536_a.tif,"1536-2048,2560-3072"
masks_tif/0_2560-2048_a.tif,dataset/data_512/masks/masks_tif/0_2560-2048_a.tif,"2048-2560,2560-3072"
masks_tif/0_2560-2560_a.tif,dataset/data_512/masks/masks_tif/0_2560-2560_a.tif,"2560-3072,2560-3072"
masks_tif/0_2560-3072_a.tif,dataset/data_512/masks/masks_tif/0_2560-3072_a.tif,"3072-3584,2560-3072"
masks_tif/0_2560-3584_a.tif,dataset/data_512/masks/masks_tif/0_2560-3584_a.tif,"3584-4096,2560-3072"
masks_tif/0_2560-4096_a.tif,dataset/data_512/masks/masks_tif/0_2560-4096_a.tif,"4096-4608,2560-3072"
masks_tif/0_2560-4608_a.tif,dataset/data_512/masks/masks_tif/0_2560-4608_a.tif,"4608-5120,2560-3072"
masks_tif/0_2560-5120_a.tif,dataset/data_512/masks/masks_tif/0_2560-5120_a.tif,"5120-5632,2560-3072"
masks_tif/0_2560-5632_a.tif,dataset/data_512/masks/masks_tif/0_2560-5632_a.tif,"5632-6144,2560-3072"
masks_tif/0_2560-6144_a.tif,dataset/data_512/masks/masks_tif/0_2560-6144_a.tif,"6144-6656,2560-3072"
masks_tif/0_2560-6656_a.tif,dataset/data_512/masks/masks_tif/0_2560-6656_a.tif,"6656-7168,2560-3072"
masks_tif/0_2560-7168_a.tif,dataset/data_512/masks/masks_tif/0_2560-7168_a.tif,"7168-7680,2560-3072"
masks_tif/0_2560-7680_a.tif,dataset/data_512/masks/masks_tif/0_2560-7680_a.tif,"7680-8192,2560-3072"
masks_tif/0_2560-8192_a.tif,dataset/data_512/masks/masks_tif/0_2560-8192_a.tif,"8192-8704,2560-3072"
masks_tif/0_2560-8704_a.tif,dataset/data_512/masks/masks_tif/0_2560-8704_a.tif,"8704-9216,2560-3072"
masks_tif/0_2560-9216_a.tif,dataset/data_512/masks/masks_tif/0_2560-9216_a.tif,"9216-9728,2560-3072"
masks_tif/0_2560-9728_a.tif,dataset/data_512/masks/masks_tif/0_2560-9728_a.tif,"9728-10240,2560-3072"
masks_tif/0_2560-10240_a.tif,dataset/data_512/masks/masks_tif/0_2560-10240_a.tif,"10240-10752,2560-3072"
masks_tif/0_2560-10752_a.tif,dataset/data_512/masks/masks_tif/0_2560-10752_a.tif,"10752-11264,2560-3072"
masks_tif/0_2560-11264_a.tif,dataset/data_512/masks/masks_tif/0_2560-11264_a.tif,"11264-11776,2560-3072"
masks_tif/0_3072-0_a.tif,dataset/data_512/masks/masks_tif/0_3072-0_a.tif,"0-512,3072-3584"
masks_tif/0_3072-512_a.tif,dataset/data_512/masks/masks_tif/0_3072-512_a.tif,"512-1024,3072-3584"
masks_tif/0_3072-1024_a.tif,dataset/data_512/masks/masks_tif/0_3072-1024_a.tif,"1024-1536,3072-3584"
masks_tif/0_3072-1536_a.tif,dataset/data_512/masks/masks_tif/0_3072-1536_a.tif,"1536-2048,3072-3584"
masks_tif/0_3072-2048_a.tif,dataset/data_512/masks/masks_tif/0_3072-2048_a.tif,"2048-2560,3072-3584"
masks_tif/0_3072-2560_a.tif,dataset/data_512/masks/masks_tif/0_3072-2560_a.tif,"2560-3072,3072-3584"
masks_tif/0_3072-3072_a.tif,dataset/data_512/masks/masks_tif/0_3072-3072_a.tif,"3072-3584,3072-3584"
masks_tif/0_3072-3584_a.tif,dataset/data_512/masks/masks_tif/0_3072-3584_a.tif,"3584-4096,3072-3584"
masks_tif/0_3072-4096_a.tif,dataset/data_512/masks/masks_tif/0_3072-4096_a.tif,"4096-4608,3072-3584"
masks_tif/0_3072-4608_a.tif,dataset/data_512/masks/masks_tif/0_3072-4608_a.tif,"4608-5120,3072-3584"
masks_tif/0_3072-5120_a.tif,dataset/data_512/masks/masks_tif/0_3072-5120_a.tif,"5120-5632,3072-3584"
masks_tif/0_3072-5632_a.tif,dataset/data_512/masks/masks_tif/0_3072-5632_a.tif,"5632-6144,3072-3584"
masks_tif/0_3072-6144_a.tif,dataset/data_512/masks/masks_tif/0_3072-6144_a.tif,"6144-6656,3072-3584"
masks_tif/0_3072-6656_a.tif,dataset/data_512/masks/masks_tif/0_3072-6656_a.tif,"6656-7168,3072-3584"
masks_tif/0_3072-7168_a.tif,dataset/data_512/masks/masks_tif/0_3072-7168_a.tif,"7168-7680,3072-3584"
masks_tif/0_3072-7680_a.tif,dataset/data_512/masks/masks_tif/0_3072-7680_a.tif,"7680-8192,3072-3584"
masks_tif/0_3072-8192_a.tif,dataset/data_512/masks/masks_tif/0_3072-8192_a.tif,"8192-8704,3072-3584"
masks_tif/0_3072-8704_a.tif,dataset/data_512/masks/masks_tif/0_3072-8704_a.tif,"8704-9216,3072-3584"
masks_tif/0_3072-9216_a.tif,dataset/data_512/masks/masks_tif/0_3072-9216_a.tif,"9216-9728,3072-3584"
masks_tif/0_3072-9728_a.tif,dataset/data_512/masks/masks_tif/0_3072-9728_a.tif,"9728-10240,3072-3584"
masks_tif/0_3072-10240_a.tif,dataset/data_512/masks/masks_tif/0_3072-10240_a.tif,"10240-10752,3072-3584"
masks_tif/0_3072-10752_a.tif,dataset/data_512/masks/masks_tif/0_3072-10752_a.tif,"10752-11264,3072-3584"
masks_tif/0_3072-11264_a.tif,dataset/data_512/masks/masks_tif/0_3072-11264_a.tif,"11264-11776,3072-3584"
masks_tif/0_3584-0_a.tif,dataset/data_512/masks/masks_tif/0_3584-0_a.tif,"0-512,3584-4096"
masks_tif/0_3584-512_a.tif,dataset/data_512/masks/masks_tif/0_3584-512_a.tif,"512-1024,3584-4096"
masks_tif/0_3584-1024_a.tif,dataset/data_512/masks/masks_tif/0_3584-1024_a.tif,"1024-1536,3584-4096"
masks_tif/0_3584-1536_a.tif,dataset/data_512/masks/masks_tif/0_3584-1536_a.tif,"1536-2048,3584-4096"
masks_tif/0_3584-2048_a.tif,dataset/data_512/masks/masks_tif/0_3584-2048_a.tif,"2048-2560,3584-4096"
masks_tif/0_3584-2560_a.tif,dataset/data_512/masks/masks_tif/0_3584-2560_a.tif,"2560-3072,3584-4096"
masks_tif/0_3584-3072_a.tif,dataset/data_512/masks/masks_tif/0_3584-3072_a.tif,"3072-3584,3584-4096"
masks_tif/0_3584-3584_a.tif,dataset/data_512/masks/masks_tif/0_3584-3584_a.tif,"3584-4096,3584-4096"
masks_tif/0_3584-4096_a.tif,dataset/data_512/masks/masks_tif/0_3584-4096_a.tif,"4096-4608,3584-4096"
masks_tif/0_3584-4608_a.tif,dataset/data_512/masks/masks_tif/0_3584-4608_a.tif,"4608-5120,3584-4096"
masks_tif/0_3584-5120_a.tif,dataset/data_512/masks/masks_tif/0_3584-5120_a.tif,"5120-5632,3584-4096"
masks_tif/0_3584-5632_a.tif,dataset/data_512/masks/masks_tif/0_3584-5632_a.tif,"5632-6144,3584-4096"
masks_tif/0_3584-6144_a.tif,dataset/data_512/masks/masks_tif/0_3584-6144_a.tif,"6144-6656,3584-4096"
masks_tif/0_3584-6656_a.tif,dataset/data_512/masks/masks_tif/0_3584-6656_a.tif,"6656-7168,3584-4096"
masks_tif/0_3584-7168_a.tif,dataset/data_512/masks/masks_tif/0_3584-7168_a.tif,"7168-7680,3584-4096"
masks_tif/0_3584-7680_a.tif,dataset/data_512/masks/masks_tif/0_3584-7680_a.tif,"7680-8192,3584-4096"
masks_tif/0_3584-8192_a.tif,dataset/data_512/masks/masks_tif/0_3584-8192_a.tif,"8192-8704,3584-4096"
masks_tif/0_3584-8704_a.tif,dataset/data_512/masks/masks_tif/0_3584-8704_a.tif,"8704-9216,3584-4096"
masks_tif/0_3584-9216_a.tif,dataset/data_512/masks/masks_tif/0_3584-9216_a.tif,"9216-9728,3584-4096"
masks_tif/0_3584-9728_a.tif,dataset/data_512/masks/masks_tif/0_3584-9728_a.tif,"9728-10240,3584-4096"
masks_tif/0_3584-10240_a.tif,dataset/data_512/masks/masks_tif/0_3584-10240_a.tif,"10240-10752,3584-4096"
masks_tif/0_3584-10752_a.tif,dataset/data_512/masks/masks_tif/0_3584-10752_a.tif,"10752-11264,3584-4096"
masks_tif/0_3584-11264_a.tif,dataset/data_512/masks/masks_tif/0_3584-11264_a.tif,"11264-11776,3584-4096"
masks_tif/0_4096-0_a.tif,dataset/data_512/masks/masks_tif/0_4096-0_a.tif,"0-512,4096-4608"
masks_tif/0_4096-512_a.tif,dataset/data_512/masks/masks_tif/0_4096-512_a.tif,"512-1024,4096-4608"
masks_tif/0_4096-1024_a.tif,dataset/data_512/masks/masks_tif/0_4096-1024_a.tif,"1024-1536,4096-4608"
masks_tif/0_4096-1536_a.tif,dataset/data_512/masks/masks_tif/0_4096-1536_a.tif,"1536-2048,4096-4608"
masks_tif/0_4096-2048_a.tif,dataset/data_512/masks/masks_tif/0_4096-2048_a.tif,"2048-2560,4096-4608"
masks_tif/0_4096-2560_a.tif,dataset/data_512/masks/masks_tif/0_4096-2560_a.tif,"2560-3072,4096-4608"
masks_tif/0_4096-3072_a.tif,dataset/data_512/masks/masks_tif/0_4096-3072_a.tif,"3072-3584,4096-4608"
masks_tif/0_4096-3584_a.tif,dataset/data_512/masks/masks_tif/0_4096-3584_a.tif,"3584-4096,4096-4608"
masks_tif/0_4096-4096_a.tif,dataset/data_512/masks/masks_tif/0_4096-4096_a.tif,"4096-4608,4096-4608"
masks_tif/0_4096-4608_a.tif,dataset/data_512/masks/masks_tif/0_4096-4608_a.tif,"4608-5120,4096-4608"
masks_tif/0_4096-5120_a.tif,dataset/data_512/masks/masks_tif/0_4096-5120_a.tif,"5120-5632,4096-4608"
masks_tif/0_4096-5632_a.tif,dataset/data_512/masks/masks_tif/0_4096-5632_a.tif,"5632-6144,4096-4608"
masks_tif/0_4096-6144_a.tif,dataset/data_512/masks/masks_tif/0_4096-6144_a.tif,"6144-6656,4096-4608"
masks_tif/0_4096-6656_a.tif,dataset/data_512/masks/masks_tif/0_4096-6656_a.tif,"6656-7168,4096-4608"
masks_tif/0_4096-7168_a.tif,dataset/data_512/masks/masks_tif/0_4096-7168_a.tif,"7168-7680,4096-4608"
masks_tif/0_4096-7680_a.tif,dataset/data_512/masks/masks_tif/0_4096-7680_a.tif,"7680-8192,4096-4608"
masks_tif/0_4096-8192_a.tif,dataset/data_512/masks/masks_tif/0_4096-8192_a.tif,"8192-8704,4096-4608"
masks_tif/0_4096-8704_a.tif,dataset/data_512/masks/masks_tif/0_4096-8704_a.tif,"8704-9216,4096-4608"
masks_tif/0_4096-9216_a.tif,dataset/data_512/masks/masks_tif/0_4096-9216_a.tif,"9216-9728,4096-4608"
masks_tif/0_4096-9728_a.tif,dataset/data_512/masks/masks_tif/0_4096-9728_a.tif,"9728-10240,4096-4608"
masks_tif/0_4096-10240_a.tif,dataset/data_512/masks/masks_tif/0_4096-10240_a.tif,"10240-10752,4096-4608"
masks_tif/0_4096-10752_a.tif,dataset/data_512/masks/masks_tif/0_4096-10752_a.tif,"10752-11264,4096-4608"
masks_tif/0_4096-11264_a.tif,dataset/data_512/masks/masks_tif/0_4096-11264_a.tif,"11264-11776,4096-4608"
masks_tif/0_4608-0_a.tif,dataset/data_512/masks/masks_tif/0_4608-0_a.tif,"0-512,4608-5120"
masks_tif/0_4608-512_a.tif,dataset/data_512/masks/masks_tif/0_4608-512_a.tif,"512-1024,4608-5120"
masks_tif/0_4608-1024_a.tif,dataset/data_512/masks/masks_tif/0_4608-1024_a.tif,"1024-1536,4608-5120"
masks_tif/0_4608-1536_a.tif,dataset/data_512/masks/masks_tif/0_4608-1536_a.tif,"1536-2048,4608-5120"
masks_tif/0_4608-2048_a.tif,dataset/data_512/masks/masks_tif/0_4608-2048_a.tif,"2048-2560,4608-5120"
masks_tif/0_4608-2560_a.tif,dataset/data_512/masks/masks_tif/0_4608-2560_a.tif,"2560-3072,4608-5120"
masks_tif/0_4608-3072_a.tif,dataset/data_512/masks/masks_tif/0_4608-3072_a.tif,"3072-3584,4608-5120"
masks_tif/0_4608-3584_a.tif,dataset/data_512/masks/masks_tif/0_4608-3584_a.tif,"3584-4096,4608-5120"
masks_tif/0_4608-4096_a.tif,dataset/data_512/masks/masks_tif/0_4608-4096_a.tif,"4096-4608,4608-5120"
masks_tif/0_4608-4608_a.tif,dataset/data_512/masks/masks_tif/0_4608-4608_a.tif,"4608-5120,4608-5120"
masks_tif/0_4608-5120_a.tif,dataset/data_512/masks/masks_tif/0_4608-5120_a.tif,"5120-5632,4608-5120"
masks_tif/0_4608-5632_a.tif,dataset/data_512/masks/masks_tif/0_4608-5632_a.tif,"5632-6144,4608-5120"
masks_tif/0_4608-6144_a.tif,dataset/data_512/masks/masks_tif/0_4608-6144_a.tif,"6144-6656,4608-5120"
masks_tif/0_4608-6656_a.tif,dataset/data_512/masks/masks_tif/0_4608-6656_a.tif,"6656-7168,4608-5120"
masks_tif/0_4608-7168_a.tif,dataset/data_512/masks/masks_tif/0_4608-7168_a.tif,"7168-7680,4608-5120"
masks_tif/0_4608-7680_a.tif,dataset/data_512/masks/masks_tif/0_4608-7680_a.tif,"7680-8192,4608-5120"
masks_tif/0_4608-8192_a.tif,dataset/data_512/masks/masks_tif/0_4608-8192_a.tif,"8192-8704,4608-5120"
masks_tif/0_4608-8704_a.tif,dataset/data_512/masks/masks_tif/0_4608-8704_a.tif,"8704-9216,4608-5120"
